Orientation Sensor Raw Data Test

Current Temperature: 31 C

Calibration status values: 0=uncalibrated, 3=fully calibrated
time	eul_z	eul_y	eul_x	linA_x	linA_y	linA_z	cal_sys	cal_gyr	cal_acc	cal_mag
47	202.06	2.13	1.94	-0.10	0.03	0.17	3	0	0	3
46	202.06	2.19	1.94	-0.09	0.03	0.13	3	0	0	3
47	202.06	2.25	1.88	-0.10	0.06	0.14	3	0	0	3
47	202.06	2.25	1.88	-0.10	0.05	0.14	3	0	0	3
47	202.13	2.19	1.88	-0.10	0.05	0.14	3	0	0	3
47	202.06	2.25	1.88	-0.09	0.07	0.17	3	0	0	3
47	202.13	2.19	1.88	-0.08	0.05	0.20	3	0	0	3
46	202.13	2.13	1.81	-0.08	0.05	0.20	3	0	0	3
47	202.13	2.06	1.81	-0.09	0.07	0.20	3	0	0	3
47	202.13	2.13	1.81	-0.07	0.07	0.20	3	0	0	3
47	202.13	2.13	1.81	-0.08	0.06	0.20	3	0	0	3
46	202.13	2.13	1.75	-0.08	0.06	0.20	3	0	0	3
47	202.06	2.13	1.81	-0.08	0.04	0.18	3	0	0	3
47	202.13	2.13	1.81	-0.07	0.03	0.18	3	0	0	3
46	202.13	2.13	1.75	-0.09	0.04	0.17	3	0	0	3
48	202.13	2.13	1.69	-0.08	0.03	0.16	3	0	0	3
47	202.13	2.13	1.56	-0.08	0.05	0.13	3	0	0	3
46	202.06	2.19	1.50	-0.09	0.07	0.13	3	0	0	3
47	202.06	2.25	1.50	-0.09	0.06	0.10	3	0	0	3
47	202.06	2.19	1.56	-0.09	0.05	0.14	3	0	0	3
47	202.06	2.19	1.56	-0.10	0.05	0.10	3	0	0	3
46	202.06	2.19	1.56	-0.11	0.03	0.12	3	0	0	3
47	202.06	2.25	1.44	-0.11	0.04	0.14	3	0	0	3
47	202.06	2.25	1.50	-0.12	0.02	0.19	3	0	0	3
46	202.06	2.25	1.50	-0.12	0.02	0.17	3	0	0	3
48	202.06	2.25	1.50	-0.12	0.02	0.21	3	0	0	3
47	202.00	2.31	1.56	-0.10	0.01	0.21	3	0	0	3
47	202.06	2.25	1.56	-0.11	0.01	0.23	3	0	0	3
46	202.06	2.25	1.56	-0.10	0.02	0.23	3	0	0	3
47	202.06	2.25	1.56	-0.11	0.02	0.22	3	0	0	3
47	202.06	2.25	1.56	-0.10	0.03	0.21	3	0	0	3
46	202.06	2.25	1.56	-0.12	0.04	0.18	3	0	0	3
47	202.00	2.31	1.56	-0.11	0.02	0.15	3	0	0	3
47	202.00	2.31	1.50	-0.11	0.03	0.12	3	0	0	3
46	202.00	2.25	1.63	-0.11	0.05	0.13	3	0	0	3
48	202.00	2.25	1.63	-0.10	0.03	0.12	3	0	0	3
47	202.00	2.25	1.69	-0.10	0.04	0.13	3	0	0	3
47	202.00	2.19	1.63	-0.11	0.06	0.13	3	0	0	3
46	202.00	2.19	1.63	-0.11	0.06	0.16	3	0	0	3
47	202.00	2.19	1.56	-0.13	0.06	0.19	3	0	0	3
47	202.00	2.13	1.56	-0.14	0.07	0.19	3	0	0	3
46	202.00	2.13	1.63	-0.13	0.07	0.22	3	0	0	3
47	202.00	2.06	1.69	-0.12	0.07	0.25	3	0	0	3
47	202.00	2.13	1.69	-0.12	0.07	0.22	3	0	0	3
46	202.00	2.13	1.63	-0.11	0.07	0.19	3	0	0	3
47	202.00	2.19	1.63	-0.12	0.06	0.18	3	0	0	3
48	202.00	2.19	1.63	-0.12	0.06	0.18	3	0	0	3
47	202.00	2.19	1.63	-0.14	0.04	0.14	3	0	0	3
46	202.00	2.19	1.69	-0.13	0.03	0.14	3	0	0	3
47	202.00	2.13	1.69	-0.13	0.03	0.12	3	0	0	3
47	202.00	2.13	1.69	-0.12	0.04	0.13	3	0	0	3
46	201.94	2.19	1.69	-0.12	0.04	0.13	3	0	0	3
47	201.94	2.19	1.69	-0.12	0.04	0.14	3	0	0	3
47	201.94	2.19	1.75	-0.13	0.07	0.19	3	0	0	3
46	201.94	2.25	1.81	-0.12	0.05	0.20	3	0	0	3
47	201.94	2.19	1.75	-0.14	0.05	0.20	3	0	0	3
48	201.94	2.19	1.81	-0.14	0.02	0.21	3	0	0	3
47	201.94	2.19	1.75	-0.14	0.02	0.20	3	0	0	3
46	201.94	2.19	1.75	-0.13	0.01	0.18	3	0	0	3
47	201.94	2.25	1.75	-0.14	0.00	0.16	3	0	0	3
47	201.94	2.25	1.75	-0.13	0.02	0.19	3	0	0	3
46	201.88	2.31	1.75	-0.14	0.03	0.16	3	0	0	3
47	201.88	2.25	1.81	-0.13	0.04	0.17	3	0	0	3
48	201.88	2.25	1.88	-0.14	0.02	0.15	3	0	0	3
46	201.88	2.25	1.81	-0.14	0.04	0.15	3	0	0	3
46	201.88	2.19	1.88	-0.15	0.03	0.11	3	0	0	3
48	201.88	2.25	1.88	-0.14	0.04	0.13	3	0	0	3
47	201.88	2.25	1.81	-0.16	0.05	0.18	3	0	0	3
46	201.88	2.19	1.75	-0.14	0.05	0.19	3	0	0	3
47	201.88	2.13	1.75	-0.13	0.05	0.22	3	0	0	3
47	201.88	2.06	1.81	-0.12	0.06	0.23	3	0	0	3
46	201.88	2.13	1.75	-0.12	0.05	0.19	3	0	0	3
47	201.88	2.06	1.75	-0.12	0.03	0.15	3	0	0	3
47	201.88	2.06	1.69	-0.12	0.03	0.18	3	0	0	3
47	201.88	2.06	1.69	-0.14	0.01	0.17	3	0	0	3
46	201.88	2.13	1.69	-0.14	-0.00	0.16	3	0	0	3
49	201.88	2.13	1.63	-0.12	-0.00	0.19	3	0	0	3
48	201.88	2.06	1.56	-0.13	-0.01	0.20	3	0	0	3
47	201.88	2.06	1.50	-0.13	0.02	0.16	3	0	0	3
47	201.88	2.13	1.56	-0.12	0.02	0.16	3	0	0	3
47	201.94	2.00	1.56	-0.11	0.03	0.15	3	0	0	3
47	201.94	2.00	1.63	-0.13	0.05	0.14	3	0	0	3
46	201.94	2.06	1.63	-0.11	0.04	0.12	3	0	0	3
48	201.94	2.06	1.50	-0.11	0.03	0.14	3	0	0	3
46	201.94	2.06	1.37	-0.11	0.03	0.15	3	0	0	3
46	201.94	2.00	1.25	-0.11	0.04	0.16	3	0	0	3
48	201.94	2.00	1.31	-0.09	0.02	0.18	3	0	0	3
47	201.94	2.00	1.31	-0.10	0.02	0.20	3	0	0	3
46	201.94	2.00	1.31	-0.08	0.02	0.20	3	0	0	3
47	201.94	2.00	1.37	-0.09	0.03	0.21	3	0	0	3
47	201.94	2.00	1.44	-0.09	0.03	0.20	3	0	0	3
47	201.94	2.00	1.44	-0.10	0.03	0.18	3	0	0	3
46	201.94	2.00	1.37	-0.08	0.04	0.15	3	0	0	3
47	201.94	2.00	1.44	-0.10	0.05	0.15	3	0	0	3
47	201.94	2.06	1.50	-0.11	0.05	0.13	3	0	0	3
46	201.94	2.06	1.50	-0.11	0.04	0.11	3	0	0	3
48	201.94	2.06	1.50	-0.10	0.05	0.12	3	0	0	3
47	202.00	2.00	1.56	-0.13	0.06	0.14	3	0	0	3
46	202.00	2.06	1.50	-0.11	0.07	0.13	3	0	0	3
47	202.00	2.06	1.50	-0.11	0.06	0.16	3	0	0	3
47	201.94	2.13	1.50	-0.12	0.06	0.20	3	0	0	3
47	201.94	2.13	1.56	-0.12	0.08	0.23	3	0	0	3
46	201.94	2.13	1.63	-0.11	0.07	0.22	3	0	0	3
47	201.94	2.19	1.69	-0.11	0.08	0.25	3	0	0	3
47	202.00	2.19	1.81	-0.10	0.09	0.22	3	0	0	3
46	202.06	2.19	1.88	-0.10	0.08	0.24	3	0	0	3
47	202.06	2.13	1.88	-0.12	0.07	0.22	3	0	0	3
48	202.06	2.13	2.00	-0.13	0.05	0.23	3	0	0	3
47	202.06	2.13	2.00	-0.13	0.00	0.20	3	0	0	3
46	202.06	2.13	2.06	-0.14	-0.00	0.19	3	0	0	3
48	202.06	2.13	2.00	-0.14	0.02	0.14	3	0	0	3
47	202.06	2.13	2.06	-0.15	-0.01	0.13	3	0	0	3
47	202.06	2.06	2.00	-0.14	0.01	0.11	3	0	0	3
47	202.06	2.06	2.06	-0.13	0.02	0.12	3	0	0	3
47	202.06	2.00	2.06	-0.13	0.04	0.16	3	0	0	3
46	202.00	1.94	2.06	-0.14	0.02	0.18	3	0	0	3
47	202.00	1.94	2.13	-0.13	0.05	0.18	3	0	0	3
48	202.00	1.94	2.19	-0.11	0.03	0.22	3	0	0	3
47	201.94	1.88	2.25	-0.12	0.06	0.24	3	0	0	3
46	201.94	1.81	2.13	-0.13	-0.02	0.20	3	0	0	3
48	201.94	1.81	1.94	-0.13	0.01	0.21	3	0	0	3
47	201.94	1.81	1.88	-0.12	-0.01	0.26	3	0	0	3
47	201.94	1.81	1.81	-0.13	-0.00	0.25	3	0	0	3
49	201.94	1.75	1.81	-0.13	-0.02	0.23	3	0	0	3
47	201.94	1.69	1.88	-0.12	0.04	0.22	3	0	0	3
47	201.94	1.69	1.88	-0.12	0.03	0.21	3	0	0	3
47	201.88	1.63	2.00	-0.12	0.03	0.16	3	0	0	3
47	201.88	1.63	2.13	-0.13	0.07	0.11	3	0	0	3
47	201.81	1.63	2.19	-0.13	0.07	0.11	3	0	0	3
46	201.88	1.69	2.38	-0.10	0.02	0.06	3	0	0	3
47	202.00	1.81	2.13	-0.10	0.11	0.05	3	0	0	3
47	202.00	1.88	2.25	-0.10	0.11	0.05	3	0	0	3
46	202.25	1.88	2.31	-0.08	0.08	0.10	3	0	0	3
47	202.63	1.81	2.56	-0.10	0.05	0.13	3	0	0	3
47	202.81	2.00	2.56	-0.10	0.06	0.19	3	0	0	3
47	202.69	2.00	2.50	-0.07	0.01	0.23	3	0	0	3
47	202.56	2.00	2.69	-0.05	-0.02	0.27	3	0	0	3
48	202.69	2.19	2.06	-0.06	0.06	0.30	3	0	0	3
47	202.75	2.25	1.81	-0.04	0.11	0.28	3	0	0	3
46	202.81	2.19	1.63	-0.05	0.15	0.27	3	0	0	3
47	202.94	2.25	1.37	-0.09	0.06	0.21	3	0	0	3
47	203.00	2.50	1.12	-0.10	0.08	0.18	3	0	0	3
47	203.00	2.44	1.06	-0.11	0.02	0.09	3	0	0	3
46	203.13	2.63	0.88	-0.12	0.01	0.06	3	0	0	3
47	203.31	2.69	1.00	-0.10	0.01	0.10	3	0	0	3
